function,smellKey,smellId
"public static byte CONST_BYTE(final int v){
    if (v < Byte.MIN_VALUE || v > Byte.MAX_VALUE) {
        throw new IllegalArgumentException(""Supplied value must be a valid byte literal between -128 and 127: ["" + v + ""]"");
    }
    return (byte) v;
}",java:S100,
"private Expression append_(String name, Expression expression, boolean optimize){
    if (isSimpleExpression(expression)) {
        return expression;
    }
    if (optimizing && optimize) {
        DeclarationStatement decl = getComputedExpression(expression);
        if (decl != null) {
            return decl.parameter;
        }
    }
    DeclarationStatement declare = Expressions.declare(Modifier.FINAL, newName(name, optimize), expression);
    add(declare);
    return declare.parameter;
}",java:S100,
"private static double get_angle(int p1, int p2){
    int delta_x, delta_y;
    double ret = 0.0;
    delta_x = get_x(p2) - get_x(p1);
    delta_y = get_y(p2) - get_y(p1);
    if (delta_x == 0) {
        if (delta_y > 0) {
            ret = PI / 2;
        } else if (delta_y < 0) {
            ret = -PI / 2;
        }
    } else if (delta_y == 0) {
        if (delta_x > 0) {
            ret = 0.0;
        } else if (delta_x < 0) {
            ret = PI;
        }
    } else {
        ret = Math.atan2(delta_y, delta_x);
    }
    return ret;
}",java:S100,
"@Nullable
public static Geometry ST_MakePolygon(Geometry shell, Geometry hole0, Geometry hole1, Geometry hole2){
    return makePolygon(shell, hole0, hole1, hole2);
}",java:S100,
"public void setHave_method_flags_hi(final boolean have_method_flags_hi){
    this.have_method_flags_hi = have_method_flags_hi;
}",java:S100,
"public boolean isBit0_modifyTimePresent(){
    return bit0_modifyTimePresent;
}",java:S100,
"public static SwitchStatement switch_(Expression switchValue, Expression defaultBody, Method method, Iterable<? extends SwitchCase> cases){
    throw Extensions.todo();
}",java:S100,
"public static GotoStatement break_(LabelTarget labelTarget, Expression expression){
    return new GotoStatement(GotoExpressionKind.Break, null, expression);
}",java:S100,
"@Nullable
public static Geometry ST_MakePolygon(Geometry shell, Geometry hole0, Geometry hole1, Geometry hole2, Geometry hole3, Geometry hole4){
    return makePolygon(shell, hole0, hole1, hole2, hole3, hole4);
}",java:S100,
"public boolean process_stage1(String[] argv){
    try {
        commandLine = new GnuParser().parse(options, argv);
        Properties confProps = commandLine.getOptionProperties(""hiveconf"");
        for (String propKey : confProps.stringPropertyNames()) {
            if (propKey.equalsIgnoreCase(""hive.root.logger"")) {
                CommonCliOptions.splitAndSetLogger(propKey, confProps);
            } else {
                System.setProperty(propKey, confProps.getProperty(propKey));
            }
        }
        Properties hiveVars = commandLine.getOptionProperties(""define"");
        for (String propKey : hiveVars.stringPropertyNames()) {
            hiveVariables.put(propKey, hiveVars.getProperty(propKey));
        }
        Properties hiveVars2 = commandLine.getOptionProperties(""hivevar"");
        for (String propKey : hiveVars2.stringPropertyNames()) {
            hiveVariables.put(propKey, hiveVars2.getProperty(propKey));
        }
    } catch (ParseException e) {
        System.err.println(e.getMessage());
        printUsage();
        return false;
    }
    return true;
}",java:S100,
"@Nullable
public static Geometry ST_MakePolygon(Geometry shell, Geometry hole0, Geometry hole1, Geometry hole2, Geometry hole3, Geometry hole4, Geometry hole5, Geometry hole6, Geometry hole7){
    return makePolygon(shell, hole0, hole1, hole2, hole3, hole4, hole5, hole6, hole7);
}",java:S100,
"public static Geometry ST_AddPoint(Geometry linestring, Geometry point, int index){
    if (!(linestring instanceof LineString)) {
        throw new RuntimeException(""Only supports LINESTRING."");
    }
    if (!(point instanceof Point)) {
        throw new RuntimeException(""Only supports POINT."");
    }
    return new GeometryEditor().edit(linestring, new AddPointOperation(point, index));
}",java:S100,
"private void assert_invariant() throws HCatException{
    if (hcatTable != null) {
        if (!hcatTable.getDbName().equalsIgnoreCase(partitionSpecProxy.getDbName())) {
            String errorMessage = ""Invalid HCatPartitionSpec instance: Table's DBName ("" + hcatTable.getDbName() + "") "" + ""doesn't match PartitionSpec ("" + partitionSpecProxy.getDbName() + "")"";
            assert false : errorMessage;
            throw new HCatException(errorMessage);
        }
        if (!hcatTable.getTableName().equalsIgnoreCase(partitionSpecProxy.getTableName())) {
            String errorMessage = ""Invalid HCatPartitionSpec instance: Table's TableName ("" + hcatTable.getTableName() + "") "" + ""doesn't match PartitionSpec ("" + partitionSpecProxy.getTableName() + "")"";
            assert false : errorMessage;
            throw new HCatException(errorMessage);
        }
    }
}",java:S100,
"@Nullable
public static Geometry ST_PointFromText(String wkt){
    Geometry geometry = ST_GeomFromWKT(wkt);
    return geometry instanceof Point ? geometry : null;
}",java:S100,
"public static Double ST_Z(Geometry geom){
    if (geom.getCoordinate() != null) {
        return geom.getCoordinate().getZ();
    } else {
        return Double.NaN;
    }
}",java:S100,
"@Nullable
public static Double ST_YMax(Geometry geom){
    return geom.getEnvelopeInternal().getMaxY();
}",java:S100,
"private RexSubQuery some_(RexNode node, SqlKind kind, Function<RelBuilder, RelNode> f){
    final RelNode rel = f.apply(this);
    final SqlQuantifyOperator quantifyOperator = SqlStdOperatorTable.some(kind);
    return RexSubQuery.some(rel, ImmutableList.of(node), quantifyOperator);
}",java:S100,
"public static short CONST(final short v){
    return v;
}",java:S100,
"public static ArchRule every_jpa_Entity_must_be_annotated_as_Table_with_uniqueConstraints(){
    return classes().that().areAnnotatedWith(Entity.class).and(not(areSubtypeEntities())).should().beAnnotatedWith(Table_uniqueConstraints());
}",java:S100,
"public static ArchRule every_finder_method_in_Repository_must_return_either_Collection_or_Optional(){
    return methods().that().haveNameMatching(""find.*"").and().haveNameNotMatching(""findOrCreate.*"").and().areDeclaredInClassesThat().areAnnotatedWith(Repository.class).should().haveRawReturnType(eitherOptionalOrCollection());
}",java:S100,
"public static boolean ST_OrderingEquals(Geometry geom1, Geometry geom2){
    if (!geom1.equals(geom2)) {
        return false;
    }
    Coordinate[] coordinates1 = geom1.getCoordinates();
    Coordinate[] coordinates2 = geom2.getCoordinates();
    for (int i = 0; i < coordinates1.length; i++) {
        if (!coordinates1[i].equals(coordinates2[i])) {
            return false;
        }
    }
    return true;
}",java:S100,
"public static GotoStatement goto_(LabelTarget labelTarget, Expression expression){
    throw Extensions.todo();
}",java:S100,
"protected String _write_feature(FeatureInterface<AbstractSequence<C>, C> feature, int record_length){
    String location = _insdc_feature_location_string(feature, record_length);
    String f_type = feature.getType().replace("" "", ""_"");
    StringBuilder sb = new StringBuilder();
    Formatter formatter = new Formatter(sb, Locale.US);
    formatter.format(QUALIFIER_INDENT_TMP, f_type);
    String line = formatter.toString().substring(0, QUALIFIER_INDENT) + _wrap_location(location) + lineSep;
    formatter.close();
    for (List<Qualifier> qualifiers : feature.getQualifiers().values()) {
        for (Qualifier q : qualifiers) {
            if (q instanceof DBReferenceInfo) {
                DBReferenceInfo db = (DBReferenceInfo) q;
                line += _write_feature_qualifier(q.getName().replaceAll(""%"", ""%%""), db.getDatabase().replaceAll(""%"", ""%%"") + "":"" + db.getId().replaceAll(""%"", ""%%""), db.needsQuotes());
            } else {
                line += _write_feature_qualifier(q.getName().replaceAll(""%"", ""%%""), q.getValue().replaceAll(""%"", ""%%""), q.needsQuotes());
            }
        }
    }
    return line;
}",java:S100,
"@Nullable
public static Double ST_Y(Geometry geom){
    return geom instanceof Point ? ((Point) geom).getY() : null;
}",java:S100,
"public static UnaryExpression convert_(Expression expression, Type type){
    return new UnaryExpression(ExpressionType.Convert, type, expression);
}",java:S100,
"public void setCp_Float_count(final int count){
    cp_Float_count = count;
}",java:S100,
"private int METADATA_BUFFER_SIZE(){
    return BASE_METADATA_BUFFER_SIZE + COMPACT_SERIALIZED_SIZE();
}",java:S100,
"public static Geometry ST_Envelope(Geometry geom){
    return geom.getEnvelope();
}",java:S100,
"@Nullable
public static Geometry ST_MakePolygon(Geometry shell, Geometry hole0, Geometry hole1, Geometry hole2, Geometry hole3, Geometry hole4, Geometry hole5, Geometry hole6, Geometry hole7, Geometry hole8, Geometry hole9){
    return makePolygon(shell, hole0, hole1, hole2, hole3, hole4, hole5, hole6, hole7, hole8, hole9);
}",java:S100,
"protected void explain_(RelNode rel, List<Pair<String, @Nullable Object>> values){
    final Map<String, @Nullable Object> map = jsonBuilder.map();
    map.put(""id"", null);
    map.put(""relOp"", relJson.classToTypeName(rel.getClass()));
    for (Pair<String, @Nullable Object> value : values) {
        if (value.right instanceof RelNode) {
            continue;
        }
        put(map, value.left, value.right);
    }
    final List<@Nullable Object> list = explainInputs(rel.getInputs());
    if (list.size() != 1 || !Objects.equals(list.get(0), previousId)) {
        map.put(""inputs"", list);
    }
    final String id = Integer.toString(relIdMap.size());
    relIdMap.put(rel, id);
    map.put(""id"", id);
    relList.add(map);
    previousId = id;
}",java:S100,
"private Frame peek_(int n){
    if (n == 0) {
        return Objects.requireNonNull(stack.peek(), ""stack.peek"");
    }
    return Iterables.get(stack, n);
}",java:S100,
"public static ArchRule every_Controller_must_be_follow_naming_conventions(){
    return classes().that().areAnnotatedWith(Controller.class).should().haveNameMatching("".*Controller"");
}",java:S100,
"public void SetSinkForRootInstance(SubPlan subPlan, List<FragmentInstance> instances){
    FragmentInstance rootInstance = null;
    for (FragmentInstance instance : instances) {
        if (instance.getFragment().getId().equals(subPlan.getPlanFragment().getId())) {
            rootInstance = instance;
            break;
        }
    }
    if (rootInstance == null) {
        return;
    }
    IdentitySinkNode sinkNode = new IdentitySinkNode(context.getQueryId().genPlanNodeId(), Collections.singletonList(rootInstance.getFragment().getPlanNodeTree()), Collections.singletonList(new DownStreamChannelLocation(context.getLocalDataBlockEndpoint(), context.getResultNodeContext().getVirtualFragmentInstanceId().toThrift(), context.getResultNodeContext().getVirtualResultNodeId().getId())));
    context.getResultNodeContext().setUpStream(rootInstance.getHostDataNode().mPPDataExchangeEndPoint, rootInstance.getId(), sinkNode.getPlanNodeId());
    rootInstance.getFragment().setPlanNodeTree(sinkNode);
}",java:S100,
"public void setCp_Method_count(final int count){
    cp_Method_count = count;
}",java:S100,
"@Nullable
public static Geometry ST_GeometryN(Geometry geom, int n){
    if (!(geom instanceof GeometryCollection)) {
        return null;
    }
    return geom.getGeometryN(n - 1);
}",java:S100,
"@Nullable
public static Geometry ST_GeomFromEWKT(String ewkt){
    return fromEwkt(ewkt);
}",java:S100,
"private D _makeParent(int level, int levels, D left, D right){
    recalculations++;
    return makeParent(level, levels, left, right);
}",java:S100,
"public static Geometry ST_Split(Geometry geom, Geometry blade){
    return new SplitOperation(geom, blade).split();
}",java:S100,
"public static long pop_andnot(long[] arr1, long[] arr2, int wordOffset, int numWords){
    long popCount = 0;
    for (int i = wordOffset, end = wordOffset + numWords; i < end; ++i) {
        popCount += Long.bitCount(arr1[i] & ~arr2[i]);
    }
    return popCount;
}",java:S100,
" static DescribedPredicate<JavaAnnotation<?>> DomainObject_nature_ENTITY(){
    return DomainObject_nature(Nature.ENTITY);
}",java:S100,
"private static double inscribed_angle(int basepoint, int p1, int p2){
    double angle1, angle2, temp;
    angle1 = get_angle(basepoint, p1);
    angle2 = get_angle(basepoint, p2);
    temp = angle1 - angle2;
    if (temp < 0.0)
        temp = -temp;
    if (temp > PI)
        temp = 2 * PI - temp;
    if (temp < 0.0)
        return (-temp);
    return (temp);
}",java:S100,
"public static ArchRule every_jdo_PersistenceCapable_with_DATASTORE_identityType_must_be_annotated_as_DataStoreIdentity(){
    return classes().that().areAnnotatedWith(PersistenceCapable_with_DATASTORE_identityType()).and(not(areSubtypeEntities())).should().beAnnotatedWith(javax.jdo.annotations.DatastoreIdentity.class);
}",java:S100,
"private static void _initOperationDesc1(){
    org.apache.axis.description.OperationDesc oper;
    org.apache.axis.description.ParameterDesc param;
    oper = new org.apache.axis.description.OperationDesc();
    oper.setName(""InserisciListaDiCarico"");
    param = new org.apache.axis.description.ParameterDesc(new javax.xml.namespace.QName(""http://www.csi.it/epay/epaywso/enti2epaywso/types"", ""InserisciListaDiCaricoRequest""), org.apache.axis.description.ParameterDesc.IN, new javax.xml.namespace.QName(""http://www.csi.it/epay/epaywso/enti2epaywso/types"", "">InserisciListaDiCaricoRequest""), it.csi.conam.conambl.integration.epay.to.InserisciListaDiCaricoRequest.class, false, false);
    oper.addParameter(param);
    oper.setReturnType(new javax.xml.namespace.QName(""http://www.csi.it/epay/epaywso/types"", ""ResponseType""));
    oper.setReturnClass(it.csi.conam.conambl.integration.epay.to.ResponseType.class);
    oper.setReturnQName(new javax.xml.namespace.QName(""http://www.csi.it/epay/epaywso/types"", ""EPaywsoServiceResponse""));
    oper.setStyle(org.apache.axis.constants.Style.DOCUMENT);
    oper.setUse(org.apache.axis.constants.Use.LITERAL);
    _operations[0] = oper;
    oper = new org.apache.axis.description.OperationDesc();
    oper.setName(""AggiornaPosizioniDebitorie"");
    param = new org.apache.axis.description.ParameterDesc(new javax.xml.namespace.QName(""http://www.csi.it/epay/epaywso/enti2epaywso/types"", ""AggiornaPosizioniDebitorieRequest""), org.apache.axis.description.ParameterDesc.IN, new javax.xml.namespace.QName(""http://www.csi.it/epay/epaywso/enti2epaywso/types"", "">AggiornaPosizioniDebitorieRequest""), it.csi.conam.conambl.integration.epay.to.AggiornaPosizioniDebitorieRequest.class, false, false);
    oper.addParameter(param);
    oper.setReturnType(new javax.xml.namespace.QName(""http://www.csi.it/epay/epaywso/types"", ""ResponseType""));
    oper.setReturnClass(it.csi.conam.conambl.integration.epay.to.ResponseType.class);
    oper.setReturnQName(new javax.xml.namespace.QName(""http://www.csi.it/epay/epaywso/types"", ""EPaywsoServiceResponse""));
    oper.setStyle(org.apache.axis.constants.Style.DOCUMENT);
    oper.setUse(org.apache.axis.constants.Use.LITERAL);
    _operations[1] = oper;
}",java:S100,
"private PropertiesOfDay_RelStructure createPropertiesOfDay_RelStructure(List<DayOfWeekEnumeration> dayOfWeekEnumerations){
    PropertyOfDay propertyOfDay = netexFactory.createPropertyOfDay();
    for (DayOfWeekEnumeration dayOfWeekEnumeration : dayOfWeekEnumerations) {
        propertyOfDay.getDaysOfWeek().add(dayOfWeekEnumeration);
    }
    PropertiesOfDay_RelStructure propertiesOfDay = netexFactory.createPropertiesOfDay_RelStructure();
    propertiesOfDay.getPropertyOfDay().add(propertyOfDay);
    return propertiesOfDay;
}",java:S100,
