function,smellKey,smellKey_encoded
"public void consistencyCheck(){
    for (int iRow = 0; iRow < 9; iRow++) {
        for (int iCol = 0; iCol < 9; iCol++) {
            Cell cell = cells[iRow][iCol];
            Integer value = cell.getValue();
            if (value != null) {
                if (!cell.getFree().isEmpty()) {
                    throw new IllegalStateException(""free not empty"");
                }
                for (Cell other : cell.getExCells()) {
                    if (value.equals(other.getValue())) {
                        throw new IllegalStateException(""duplicate"");
                    }
                    if (other.getFree().contains(value)) {
                        throw new IllegalStateException(""not eliminated"");
                    }
                }
            }
        }
    }
    for (int i = 0; i < rows.length; i++) {
        Set<Integer> aSet = new HashSet<>();
        for (int j = 0; j < rows[i].getCells().size(); j++) {
            Cell cell = rows[i].getCells().get(j);
            Integer value = cell.getValue();
            if (value != null) {
                aSet.add(value);
            } else {
                aSet.addAll(cell.getFree());
            }
        }
        if (!aSet.equals(CellGroup.ALL_NINE)) {
            throw new IllegalStateException(""deficit in row"");
        }
    }
    for (int i = 0; i < cols.length; i++) {
        Set<Integer> aSet = new HashSet<>();
        for (int j = 0; j < cols[i].getCells().size(); j++) {
            Cell cell = cols[i].getCells().get(j);
            Integer value = cell.getValue();
            if (value != null) {
                aSet.add(value);
            } else {
                aSet.addAll(cell.getFree());
            }
        }
        if (!aSet.equals(CellGroup.ALL_NINE)) {
            throw new IllegalStateException(""deficit in column"");
        }
    }
    for (int ir = 0; ir < sqrs.length; ir++) {
        for (int ic = 0; ic < sqrs[ir].length; ic++) {
            Set<Integer> aSet = new HashSet<>();
            for (int j = 0; j < sqrs[ir][ic].getCells().size(); j++) {
                Cell cell = sqrs[ir][ic].getCells().get(j);
                Integer value = cell.getValue();
                if (value != null) {
                    aSet.add(value);
                } else {
                    aSet.addAll(cell.getFree());
                }
            }
            if (!aSet.equals(CellGroup.ALL_NINE)) {
                throw new IllegalStateException(""deficit in square"");
            }
        }
    }
    System.out.println(""+++ check OK +++"");
}",java:S3776,39
"public void objectDeleted(ObjectDeletedEvent ev){
}",java:S1186,16
"public void actionPerformed(ActionEvent ev){
    if (ev.getSource().equals(solveButton)) {
        sudoku.solve();
        buttonsActive(false);
        if (!sudoku.isSolved()) {
            sudoku.dumpGrid();
            System.out.println(""Sorry - can't solve this grid."");
        }
    } else if (ev.getSource().equals(stepButton)) {
        sudoku.step();
        if (sudoku.isSolved() || sudoku.isUnsolvable())
            buttonsActive(false);
        if (sudoku.isUnsolvable()) {
            sudoku.dumpGrid();
            System.out.println(""Sorry - can't solve this grid."");
        }
    } else if (ev.getSource().equals(dumpButton)) {
        sudoku.dumpGrid();
    } else if (ev.getSource().equals(openMenuItem)) {
        if (fileChooser == null) {
            fileChooser = new JFileChooser();
        }
        try {
            if (fileChooser.showOpenDialog(mainFrame) == JFileChooser.APPROVE_OPTION) {
                String path = fileChooser.getSelectedFile().getCanonicalPath();
                System.out.println(path);
                runFile(path);
                buttonsActive(true);
            }
        } catch (IOException ex) {
            LOG.error(""Exception"", ex);
        }
    } else if (ev.getSource().equals(exitMenuItem)) {
        if (mainFrame.getDefaultCloseOperation() == WindowConstants.EXIT_ON_CLOSE) {
            System.exit(0);
        } else {
            mainFrame.dispose();
        }
    } else if (ev.getSource() instanceof JMenuItem) {
        JMenuItem menuItem = (JMenuItem) ev.getSource();
        Integer[][] sample = SudokuGridSamples.getInstance().getSample(menuItem.getText());
        sudoku.setCellValues(sample);
        sudoku.validate();
        buttonsActive(true);
    }
}",java:S3776,39
"public Method getNativeReadMethod(){
    try {
        return this.getClass().getDeclaredMethod(""getValue"", ValueResolver.class, Object.class);
    } catch (final Exception e) {
        throw new RuntimeException(""This is a bug. Please report to development team: "" + e.getMessage(), e);
    }
}",java:S1161,11
"public void keyTyped(KeyEvent e){
}",java:S1161,11
"public void keyPressed(KeyEvent e){
    this.keyPressedEntryPoint.insert(e);
}",java:S1161,11
"public String getNativeReadMethodName(){
    return ""getValue"";
}",java:S1161,11
"public void keyReleased(KeyEvent e){
    this.keyReleasedEntryPoint.insert(e);
}",java:S1161,11
"public void mouseReleased(MouseEvent e){
}",java:S1186,16
"public void mousePressed(MouseEvent e){
}",java:S1186,16
"public void mouseExited(MouseEvent e){
}",java:S1186,16
"public void mouseEntered(MouseEvent e){
}",java:S1186,16
"public int hashCode(){
    return this.objectType.hashCode();
}",java:S1161,11
"public boolean equals(final Object obj){
    if (this == obj) {
        return true;
    }
    if (!(obj instanceof GlobalExtractor)) {
        return false;
    }
    final GlobalExtractor other = (GlobalExtractor) obj;
    return this.objectType.equals(other.objectType);
}",java:S1161,11
"public void mouseReleased(MouseEvent e){
}",java:S1186,16
"public void mousePressed(MouseEvent e){
}",java:S1186,16
"public void mouseExited(MouseEvent e){
}",java:S1186,16
"public void mouseEntered(MouseEvent e){
}",java:S1186,16
"public void mouseReleased(MouseEvent e){
}",java:S1186,16
"public void mousePressed(MouseEvent e){
}",java:S1186,16
"public void mouseExited(MouseEvent e){
}",java:S1186,16
"public void mouseEntered(MouseEvent e){
}",java:S1186,16
"public boolean isGlobal(){
    return true;
}",java:S1161,11
"public void mousePressed(MouseEvent e){
    if (e.isPopupTrigger())
        react(e);
}",java:S1161,11
"public void mouseReleased(MouseEvent e){
    if (e.isPopupTrigger())
        react(e);
}",java:S1161,11
"public void react(MouseEvent e){
    JComponent c = (JComponent) e.getSource();
    LayoutManager lm = c.getParent().getLayout();
    if (lm instanceof MigLayout == false)
        lm = c.getLayout();
    if (lm instanceof MigLayout) {
        MigLayout layout = (MigLayout) lm;
        boolean isComp = layout.isManagingComponent(c);
        Object compConstr = isComp ? layout.getComponentConstraints(c) : null;
        if (isComp && compConstr == null)
            compConstr = """";
        Object rowsConstr = isComp ? null : layout.getRowConstraints();
        Object colsConstr = isComp ? null : layout.getColumnConstraints();
        Object layoutConstr = isComp ? null : layout.getLayoutConstraints();
        ConstraintsDialog cDlg = new ConstraintsDialog(AdventureFrame.this, (String) layoutConstr, (String) rowsConstr, (String) colsConstr, (String) compConstr);
        cDlg.pack();
        cDlg.setLocationRelativeTo(c);
        if (cDlg.showDialog()) {
            try {
                if (isComp) {
                    String constrStr = cDlg.componentConstrTF.getText().trim();
                    layout.setComponentConstraints(c, constrStr);
                    if (c instanceof JButton) {
                        c.setFont(BUTT_FONT);
                        ((JButton) c).setText(constrStr.length() == 0 ? ""<Empty>"" : constrStr);
                    }
                } else {
                    layout.setLayoutConstraints(cDlg.layoutConstrTF.getText());
                    layout.setRowConstraints(cDlg.rowsConstrTF.getText());
                    layout.setColumnConstraints(cDlg.colsConstrTF.getText());
                }
            } catch (Exception ex) {
                StringWriter sw = new StringWriter();
                ex.printStackTrace(new PrintWriter(sw));
                JOptionPane.showMessageDialog(SwingUtilities.getWindowAncestor(c), sw.toString(), ""Error parsing Constraint!"", JOptionPane.ERROR_MESSAGE);
                return;
            }
            c.invalidate();
            c.getParent().validate();
        }
    }
}",java:S3776,39
"public boolean isSelfReference(){
    return false;
}",java:S1161,11
"public void mouseMoved(MouseEvent e){
    JComponent c = (JComponent) e.getSource();
    LayoutManager lm = c.getParent().getLayout();
    if (lm instanceof MigLayout) {
        Object constr = ((MigLayout) lm).getComponentConstraints(c);
        if (constr instanceof String) {
            c.setToolTipText(""\"""" + constr + ""\"""");
        } else {
            c.setToolTipText(""null"");
        }
    }
}",java:S1161,11
"public void addNotify(){
    super.addNotify();
    KeyboardFocusManager.getCurrentKeyboardFocusManager().addKeyEventDispatcher(this);
}",java:S1161,11
"public void removeNotify(){
    KeyboardFocusManager.getCurrentKeyboardFocusManager().removeKeyEventDispatcher(this);
    super.removeNotify();
}",java:S1161,11
"public void keyPressed(KeyEvent e){
    if (e.getKeyCode() == KeyEvent.VK_ENTER) {
        okButt.doClick();
        return;
    }
    javax.swing.Timer timer = new Timer(50, new ActionListener() {

        public void actionPerformed(ActionEvent e) {
            String constr = tf.getText();
            try {
                if (tf == layoutConstrTF) {
                    ConstraintParser.parseLayoutConstraint(constr);
                } else if (tf == rowsConstrTF) {
                    ConstraintParser.parseRowConstraints(constr);
                } else if (tf == colsConstrTF) {
                    ConstraintParser.parseColumnConstraints(constr);
                } else if (tf == componentConstrTF) {
                    ConstraintParser.parseComponentConstraint(constr);
                }
                tf.setBackground(Color.WHITE);
                okButt.setEnabled(true);
            } catch (Exception ex) {
                tf.setBackground(ERROR_COLOR);
                okButt.setEnabled(false);
            }
        }
    });
    timer.setRepeats(false);
    timer.start();
}",java:S1161,11
"public void internalFrameOpened(InternalFrameEvent e){
}",java:S1186,16
"public void internalFrameIconified(InternalFrameEvent e){
}",java:S1186,16
"public int getHashCode(Object object){
    throw new RuntimeException(""Can't extract a value from global "" + identifier + "" without a working memory reference"");
}",java:S1161,11
"public void internalFrameDeiconified(InternalFrameEvent e){
}",java:S1186,16
"public void internalFrameDeactivated(InternalFrameEvent e){
}",java:S1186,16
"public void internalFrameClosing(InternalFrameEvent e){
}",java:S1186,16
"public void internalFrameActivated(InternalFrameEvent e){
}",java:S1186,16
"public void setValue(Object value){
    if (value == null) {
        return;
    } else if (value instanceof Thing) {
        setText(((Thing) value).getName());
    } else {
        setText(value.toString());
    }
}",java:S1161,11
